fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12.3,0.39,0.63,1.1939224684724346,0.08709470685093376,6.0,18.0,1.0004,3.16,0.3987761199573678,9.5,5.0
10.4,0.41,0.55,1.4350845252893227,0.07325046173959267,22.0,54.0,0.9996,3.15,0.636576829071551,9.9,6.0
12.3,0.39,0.63,1.1939224684724346,0.08709470685093376,6.0,18.0,1.0004,3.16,0.3987761199573678,9.5,5.0
8.0,0.67,0.3,1.0986122886681098,0.058268908123975775,38.0,62.0,0.9958,3.26,0.44468582126144574,10.2,6.0
11.1,0.45,0.73,1.4350845252893227,0.0639133257436528,6.0,22.0,0.9986,3.17,0.5068176023684519,11.2,6.0
10.4,0.41,0.55,1.4350845252893227,0.07325046173959267,22.0,54.0,0.9996,3.15,0.636576829071551,9.9,6.0
7.0,0.62,0.18,0.9162907318741551,0.06015392281974709,7.0,50.0,0.9951,3.08,0.4700036292457355,9.3,5.0
12.349999999999998,0.31,0.72,1.1631508098056809,0.06952606264861023,6.0,29.0,0.9987,2.925,0.598836501088704,9.8,7.5
11.9,0.4,0.65,1.1474024528375417,0.0657877405380031,7.0,27.0,0.9988,3.06,0.5187937934151676,11.3,6.0
12.349999999999998,0.685,0.76,1.536867219599265,0.09531017980432487,6.0,43.0,1.0011875,2.95,0.5187937934151676,11.2,7.0
10.0,0.44,0.49,1.308332819650179,0.07417939817425151,11.0,19.0,0.9963,3.23,0.48858001481867097,11.6,7.0
5.3,0.57,0.01,0.9932517730102833,0.05259245011917058,5.0,27.0,0.9934,3.57,0.6097655716208943,12.5,7.0
9.5,0.735,0.1,1.1314021114911006,0.0760346862759976,6.0,31.0,0.9986,3.23,0.44468582126144574,10.1,6.0
12.349999999999998,0.38,0.6,1.2809338454620642,0.07788653865707122,31.0,72.0,0.9996,3.1,0.5481214085096876,10.5,5.0
9.3,0.48,0.29,1.1314021114911006,0.11332868530700316,6.0,16.0,0.9968,3.22,0.5423242908253617,11.2,5.0
8.6,0.53,0.22,1.0986122886681098,0.09531017980432487,7.0,27.0,0.9967,3.2,0.44468582126144574,10.2,6.0
11.9,0.39,0.69,1.33500106673234,0.09075436326846414,17.0,35.0,0.9994,3.1,0.4762341789963716,10.8,6.0
11.9,0.39,0.69,1.33500106673234,0.09075436326846414,17.0,35.0,0.9994,3.1,0.4762341789963716,10.8,6.0
8.4,0.37,0.53,1.0296194171811583,0.11332868530700316,9.0,26.0,0.9979,3.06,0.6931471805599453,9.1,6.0
6.8,0.56,0.03,0.9932517730102833,0.08065790301745447,18.0,35.0,0.9968,3.44,0.48858001481867097,10.0,6.0
10.4,0.33,0.63,1.33500106673234,0.08065790301745447,5.0,22.0,0.9998,3.26,0.5538851132264376,11.2,7.0
7.0,0.23,0.4,0.9555114450274363,0.061095099359810875,21.0,67.0,0.9952,3.5,0.48858001481867097,11.1,5.0
11.3,0.62,0.67,1.536867219599265,0.08250122151174369,6.0,19.0,0.9988,3.22,0.5247285289349821,13.4,7.5
8.9,0.59,0.39,1.1939224684724346,0.09075436326846414,5.0,22.0,0.9986,3.37,0.4574248470388754,10.3,5.0
9.2,0.63,0.21,1.308332819650179,0.0925791812930932,29.0,65.0,0.9988,3.28,0.4574248470388754,9.6,5.0
10.4,0.33,0.63,1.33500106673234,0.08065790301745447,5.0,22.0,0.9998,3.26,0.5538851132264376,11.2,7.0
11.6,0.58,0.66,1.1631508098056809,0.07138999608667294,10.0,47.0,1.0008,3.25,0.4510756193602167,9.0,3.5
9.2,0.43,0.52,1.1939224684724346,0.07973496801885356,14.0,23.0,0.9976,3.35,0.4762341789963716,11.3,6.0
8.3,0.615,0.22,1.2809338454620642,0.08342160813907239,6.0,19.0,0.9982,3.26,0.4762341789963716,9.3,5.0
11.0,0.26,0.68,1.2669476034873244,0.08157998699242287,10.0,25.0,0.997,3.18,0.4762341789963716,11.8,5.0
8.1,0.66,0.7,1.1631508098056809,0.09349034308733889,25.0,122.0,0.9972,3.08,0.4252677354043441,9.0,5.0
11.5,0.315,0.54,1.1314021114911006,0.08065790301745447,5.0,15.0,0.9987,2.98,0.5306282510621704,9.2,6.0
10.0,0.29,0.4,1.3609765531356006,0.09349034308733889,10.0,26.0,1.0006,3.48,0.6471032420585385,9.7,5.0
10.3,0.5,0.42,1.0986122886681098,0.06672363204290818,21.0,51.0,0.9982,3.16,0.5423242908253617,11.5,6.0
8.8,0.46,0.45,1.2809338454620642,0.06297479916138844,7.0,18.0,0.9947,3.32,0.5822156198526637,13.5,6.0
11.4,0.36,0.69,1.1314021114911006,0.08617769624105233,6.0,21.0,1.0,3.17,0.4824261492442927,9.2,6.0
8.7,0.82,0.02,0.7884573603642702,0.06765864847381481,36.0,48.0,0.9952,3.2,0.4574248470388754,9.8,5.0
12.349999999999998,0.32,0.65,1.2809338454620642,0.08892620919440151,15.0,47.0,0.9996,3.05,0.4762341789963716,10.6,5.0
9.6,0.54,0.42,1.2237754316221157,0.07788653865707122,25.0,52.0,0.997,3.2,0.5364933705145685,11.4,6.0
12.349999999999998,0.37,0.55,1.2809338454620642,0.07973496801885356,25.0,68.0,0.9995,3.15,0.598836501088704,10.4,6.0
9.9,0.35,0.55,1.1314021114911006,0.06015392281974709,5.0,14.0,0.9971,3.26,0.5822156198526637,10.6,5.0
10.5,0.28,0.51,0.9932517730102833,0.07696104113612832,10.0,24.0,0.9982,3.2,0.636576829071551,9.4,6.0
9.6,0.68,0.24,1.1631508098056809,0.08342160813907239,5.0,28.0,0.9988,3.14,0.4700036292457355,10.2,5.0
9.3,0.27,0.41,1.0986122886681098,0.08709470685093376,6.0,16.0,0.998,3.28,0.5306282510621704,9.7,5.0
10.4,0.24,0.49,1.0296194171811583,0.07232066157962612,6.0,20.0,0.9977,3.18,0.6931471805599453,11.0,6.0
9.6,0.68,0.24,1.1631508098056809,0.08342160813907239,5.0,28.0,0.9988,3.14,0.4700036292457355,10.2,5.0
9.4,0.685,0.11,1.308332819650179,0.07417939817425151,6.0,31.0,0.9984,3.19,0.5306282510621704,10.1,6.0
10.6,0.28,0.39,1.536867219599265,0.06672363204290818,6.0,23.0,1.0011875,3.12,0.5068176023684519,9.2,5.0
9.4,0.3,0.56,1.33500106673234,0.07696104113612832,6.0,17.0,0.9964,3.15,0.6523251860396903,11.7,7.5
10.6,0.36,0.59,1.1631508098056809,0.11332868530700316,6.0,18.0,0.9986,3.04,0.6931471805599453,9.4,5.0
10.6,0.36,0.6,1.1631508098056809,0.11332868530700316,7.0,18.0,0.9986,3.04,0.6931471805599453,9.4,5.0
10.6,0.44,0.68,1.536867219599265,0.10795714150509228,6.0,24.0,0.997,3.06,0.5068176023684519,13.4,6.0
10.2,0.67,0.39,1.0647107369924282,0.05259245011917058,6.0,17.0,0.9976,3.17,0.3852624007906449,10.0,5.0
10.2,0.67,0.39,1.0647107369924282,0.05259245011917058,6.0,17.0,0.9976,3.17,0.3852624007906449,10.0,5.0
10.2,0.645,0.36,1.0296194171811583,0.05164323315183845,5.0,14.0,0.9982,3.17,0.35065687161316933,10.0,6.0
11.6,0.32,0.55,1.33500106673234,0.07788653865707122,35.0,67.0,1.0002,3.32,0.6523251860396903,10.8,7.0
9.3,0.39,0.4,1.2809338454620642,0.07045846364856141,10.0,26.0,0.9984,3.34,0.5596157879354227,10.2,6.0
9.3,0.775,0.27,1.33500106673234,0.07510747248680541,24.0,56.0,0.9984,3.31,0.5128236264286637,10.6,6.0
9.2,0.41,0.5,1.252762968495368,0.053540766928029816,12.0,25.0,0.9952,3.34,0.5822156198526637,13.3,7.0
8.9,0.4,0.51,1.2809338454620642,0.050693114315518116,13.0,27.0,0.995,3.32,0.6418538861723948,13.4,7.0
8.7,0.69,0.31,1.3862943611198906,0.08250122151174369,23.0,81.0,1.0002,3.48,0.5538851132264376,11.6,6.0
6.5,0.39,0.23,1.536867219599265,0.04974209189481407,28.0,91.0,0.9952,3.44,0.4382549309311553,12.1,6.0
10.7,0.35,0.53,1.2809338454620642,0.06765864847381481,5.0,16.0,0.9972,3.15,0.5007752879124893,11.0,7.5
7.8,0.52,0.25,1.0647107369924282,0.07788653865707122,14.0,38.0,0.9984,3.43,0.5007752879124893,9.0,6.0
7.2,0.34,0.32,1.252762968495368,0.08617769624105233,42.0,113.0,0.9966,3.32,0.5822156198526637,11.1,5.0
10.7,0.35,0.53,1.2809338454620642,0.06765864847381481,5.0,16.0,0.9972,3.15,0.5007752879124893,11.0,7.5
8.7,0.69,0.31,1.3862943611198906,0.08250122151174369,23.0,81.0,1.0002,3.48,0.5538851132264376,11.6,6.0
7.8,0.52,0.25,1.0647107369924282,0.07788653865707122,14.0,38.0,0.9984,3.43,0.5007752879124893,9.0,6.0
10.4,0.44,0.73,1.536867219599265,0.07138999608667294,38.0,76.0,0.999,3.17,0.6151856390902335,12.0,7.0
10.4,0.44,0.73,1.536867219599265,0.07138999608667294,38.0,76.0,0.999,3.17,0.6151856390902335,12.0,7.0
10.5,0.26,0.47,1.0647107369924282,0.07510747248680541,6.0,24.0,0.9976,3.18,0.6931471805599453,10.9,7.0
10.5,0.24,0.42,1.0296194171811583,0.07417939817425151,6.0,22.0,0.9976,3.21,0.6931471805599453,10.8,7.0
10.2,0.49,0.63,1.3609765531356006,0.06952606264861023,10.0,26.0,0.9968,3.16,0.5766133643039938,12.5,7.0
10.4,0.24,0.46,1.0296194171811583,0.07232066157962612,6.0,21.0,0.9976,3.25,0.6931471805599453,10.8,7.0
11.2,0.67,0.55,1.1939224684724346,0.08065790301745447,6.0,13.0,1.0,3.17,0.5364933705145685,9.5,6.0
10.0,0.59,0.31,1.1631508098056809,0.08617769624105233,26.0,62.0,0.9994,3.18,0.48858001481867097,10.2,6.0
12.349999999999998,0.29,0.75,1.33500106673234,0.08065790301745447,23.0,43.0,0.9986,3.04,0.5187937934151676,11.4,7.0
12.349999999999998,0.42,0.49,1.536867219599265,0.07045846364856141,19.0,43.0,0.9978,3.02,0.4762341789963716,9.5,5.0
10.0,0.59,0.31,1.1631508098056809,0.08617769624105233,26.0,62.0,0.9994,3.18,0.48858001481867097,10.2,6.0
10.7,0.4,0.48,1.1314021114911006,0.11332868530700316,15.0,49.0,0.998,3.03,0.5933268452777344,9.7,6.0
10.5,0.51,0.64,1.2237754316221157,0.10165365372649983,6.0,15.0,0.9973,3.09,0.5068176023684519,11.8,7.0
10.5,0.51,0.64,1.2237754316221157,0.10165365372649983,6.0,15.0,0.9973,3.09,0.5068176023684519,11.8,7.0
8.5,0.655,0.49,1.536867219599265,0.11332868530700316,34.0,122.0,1.001,3.31,0.6931471805599453,9.3,5.0
12.349999999999998,0.6,0.49,1.536867219599265,0.09531017980432487,5.0,14.0,1.001,3.25,0.5538851132264376,11.9,6.0
10.4,0.61,0.49,1.1314021114911006,0.11332868530700316,5.0,16.0,0.9994,3.16,0.48858001481867097,8.4,3.5
10.9,0.21,0.49,1.33500106673234,0.08434114843375087,11.0,32.0,0.9972,3.22,0.5187937934151676,11.7,6.0
7.3,0.365,0.49,1.252762968495368,0.08434114843375087,39.0,106.0,0.9966,3.36,0.5766133643039938,11.0,5.0
9.8,0.25,0.49,1.308332819650179,0.08434114843375087,15.0,33.0,0.9982,3.42,0.6418538861723948,10.0,6.0
7.6,0.41,0.49,1.0986122886681098,0.08434114843375087,16.0,43.0,0.998,3.48,0.49469624183610705,9.1,5.0
8.2,0.39,0.49,1.1939224684724346,0.09440067542148431,42.0,122.0,0.9979,3.38,0.688134638736401,9.8,5.0
9.3,0.4,0.49,1.252762968495368,0.08157998699242287,38.0,122.0,0.9978,3.22,0.4382549309311553,9.4,5.0
9.2,0.43,0.49,1.2237754316221157,0.08250122151174369,23.0,116.0,0.9976,3.23,0.49469624183610705,9.5,5.0
10.4,0.64,0.24,1.33500106673234,0.09984533496971613,29.0,53.0,0.9998,3.24,0.5128236264286637,9.9,5.0
7.3,0.365,0.49,1.252762968495368,0.08434114843375087,39.0,106.0,0.9966,3.36,0.5766133643039938,11.0,5.0
7.0,0.38,0.49,1.252762968495368,0.0925791812930932,33.0,85.0,0.9962,3.39,0.5709795465857378,11.4,6.0
8.2,0.42,0.49,1.2809338454620642,0.08065790301745447,32.0,55.0,0.9988,3.34,0.5596157879354227,8.7,6.0
9.9,0.63,0.24,1.2237754316221157,0.07417939817425151,6.0,33.0,0.9974,3.09,0.4510756193602167,9.4,5.0
9.1,0.22,0.24,1.1314021114911006,0.07510747248680541,1.0,28.0,0.999,3.41,0.6259384308664953,10.3,6.0
11.9,0.38,0.49,1.308332819650179,0.09349034308733889,12.0,42.0,1.0004,3.16,0.4762341789963716,10.3,5.0
11.9,0.38,0.49,1.308332819650179,0.09349034308733889,12.0,42.0,1.0004,3.16,0.4762341789963716,10.3,5.0
10.3,0.27,0.24,1.1314021114911006,0.06952606264861023,15.0,33.0,0.9956,3.22,0.5068176023684519,12.8,6.0
10.0,0.48,0.24,1.308332819650179,0.09712671073072274,13.0,32.0,1.0,3.28,0.44468582126144574,10.0,6.0
9.1,0.22,0.24,1.1314021114911006,0.07510747248680541,1.0,28.0,0.999,3.41,0.6259384308664953,10.3,6.0
9.9,0.63,0.24,1.2237754316221157,0.07417939817425151,6.0,33.0,0.9974,3.09,0.4510756193602167,9.4,5.0
8.1,0.825,0.24,1.1314021114911006,0.08065790301745447,5.0,13.0,0.9972,3.37,0.5709795465857378,10.7,6.0
12.349999999999998,0.35,0.49,1.536867219599265,0.0639133257436528,5.0,35.0,1.0011875,3.2,0.5068176023684519,12.0,7.0
11.2,0.5,0.74,1.536867219599265,0.09531017980432487,5.0,17.0,0.9996,3.22,0.4824261492442927,11.2,5.0
9.2,0.59,0.24,1.4586150226995167,0.09621885774054292,20.0,47.0,0.9988,3.26,0.5128236264286637,9.6,5.0
9.5,0.46,0.49,1.536867219599265,0.06203539091945264,5.0,17.0,0.9988,3.21,0.5481214085096876,11.0,6.0
9.3,0.715,0.24,1.1314021114911006,0.06765864847381481,5.0,20.0,0.9966,3.12,0.4637340162321401,9.9,5.0
11.2,0.66,0.24,1.252762968495368,0.08157998699242287,16.0,53.0,0.9993,3.06,0.5423242908253617,11.0,6.0
12.349999999999998,0.31,0.74,1.0296194171811583,0.07232066157962612,6.0,15.0,1.0008,2.925,0.5822156198526637,8.4,6.0
9.1,0.47,0.49,1.2809338454620642,0.08984070399978947,38.0,106.0,0.9982,3.08,0.4637340162321401,9.1,5.0
7.5,0.55,0.24,1.0986122886681098,0.07510747248680541,10.0,28.0,0.9983,3.45,0.5766133643039938,9.5,6.0
10.6,0.31,0.49,1.252762968495368,0.06485097231961631,6.0,21.0,0.9987,3.26,0.6205764877251099,10.7,6.0
12.349999999999998,0.35,0.49,1.2809338454620642,0.0760346862759976,27.0,69.0,0.9994,3.12,0.5596157879354227,10.4,6.0
9.0,0.53,0.49,1.0647107369924282,0.11332868530700316,6.0,25.0,0.9975,3.27,0.4762341789963716,9.4,6.0
6.8,0.51,0.01,1.1314021114911006,0.07138999608667294,9.0,25.0,0.9958,3.33,0.44468582126144574,9.5,6.0
9.4,0.43,0.24,1.33500106673234,0.0880108773227133,14.0,45.0,0.998,3.19,0.5481214085096876,10.0,6.0
9.5,0.46,0.24,1.308332819650179,0.0880108773227133,14.0,44.0,0.998,3.12,0.5538851132264376,10.0,6.0
5.0,1.0150000000000001,0.24,0.9555114450274363,0.04879016416943201,32.0,96.0,0.9934,3.6849999999999996,0.4824261492442927,11.5,5.0
12.349999999999998,0.645,0.49,1.536867219599265,0.09075436326846414,10.0,23.0,1.0011875,2.925,0.5538851132264376,11.1,5.0
12.349999999999998,0.645,0.49,1.536867219599265,0.09075436326846414,10.0,23.0,1.0011875,2.925,0.5538851132264376,11.1,5.0
10.9,0.53,0.49,1.536867219599265,0.11154137473290741,10.0,17.0,1.0002,3.07,0.44468582126144574,11.7,6.0
12.349999999999998,0.645,0.49,1.536867219599265,0.09075436326846414,10.0,23.0,1.0011875,2.925,0.5538851132264376,11.1,5.0
10.9,0.53,0.49,1.536867219599265,0.11154137473290741,10.0,17.0,1.0002,3.07,0.44468582126144574,11.7,6.0
12.349999999999998,0.47,0.49,1.536867219599265,0.08157998699242287,6.0,47.0,1.0011875,3.3,0.5187937934151676,12.7,6.0
12.349999999999998,0.6,0.49,1.33500106673234,0.07232066157962612,5.0,19.0,0.9994,3.14,0.4510756193602167,11.4,5.0
9.0,0.44,0.49,1.2237754316221157,0.07510747248680541,26.0,121.0,0.9978,3.23,0.4574248470388754,9.2,5.0
9.0,0.54,0.49,1.3609765531356006,0.08984070399978947,41.0,110.0,0.9982,3.08,0.4762341789963716,9.2,5.0
7.6,0.29,0.49,1.308332819650179,0.0880108773227133,25.0,60.0,0.9971,3.31,0.4762341789963716,10.1,6.0
12.349999999999998,0.47,0.49,1.536867219599265,0.08157998699242287,6.0,47.0,1.0011875,3.3,0.5187937934151676,12.7,6.0
12.349999999999998,0.6,0.49,1.33500106673234,0.07232066157962612,5.0,19.0,0.9994,3.14,0.4510756193602167,11.4,5.0
8.7,0.7,0.24,1.252762968495368,0.11332868530700316,5.0,15.0,0.9991,3.32,0.4700036292457355,9.0,6.0
8.7,0.7,0.24,1.252762968495368,0.11332868530700316,5.0,15.0,0.9991,3.32,0.4700036292457355,9.0,6.0
9.8,0.5,0.49,1.2809338454620642,0.11332868530700316,5.0,20.0,0.999,3.31,0.5822156198526637,10.7,6.0
6.2,0.36,0.24,1.1631508098056809,0.09075436326846414,19.0,42.0,0.9946,3.57,0.4510756193602167,11.7,6.0
11.5,0.35,0.49,1.4586150226995167,0.06765864847381481,10.0,37.0,1.0003,3.32,0.6471032420585385,11.0,6.0
6.2,0.36,0.24,1.1631508098056809,0.09075436326846414,19.0,42.0,0.9946,3.57,0.4510756193602167,11.7,6.0
10.2,0.24,0.49,1.2237754316221157,0.07232066157962612,10.0,28.0,0.9978,3.14,0.4762341789963716,10.4,5.0
10.5,0.59,0.49,1.1314021114911006,0.06765864847381481,14.0,47.0,0.9991,3.3,0.44468582126144574,9.6,4.0
10.6,0.34,0.49,1.4350845252893227,0.07510747248680541,20.0,78.0,0.9992,3.19,0.5306282510621704,10.0,6.0
12.3,0.27,0.49,1.410986973710262,0.0760346862759976,28.0,46.0,0.9993,3.2,0.5877866649021191,10.2,6.0
9.9,0.5,0.24,1.1939224684724346,0.09803374027136541,6.0,14.0,0.9978,3.34,0.41871033485818504,10.0,4.0
8.8,0.44,0.49,1.33500106673234,0.07973496801885356,18.0,111.0,0.9982,3.3,0.4700036292457355,9.5,5.0
8.8,0.47,0.49,1.3609765531356006,0.08157998699242287,17.0,110.0,0.9982,3.29,0.4700036292457355,9.8,5.0
10.6,0.31,0.49,1.1631508098056809,0.061095099359810875,18.0,40.0,0.9976,3.14,0.412109650826833,9.8,6.0
12.3,0.5,0.49,1.1631508098056809,0.08525984395082342,5.0,14.0,1.0002,3.19,0.36464311358790924,9.6,5.0
12.3,0.5,0.49,1.1631508098056809,0.08525984395082342,5.0,14.0,1.0002,3.19,0.36464311358790924,9.6,5.0
11.7,0.49,0.49,1.1631508098056809,0.07973496801885356,5.0,15.0,1.0,3.19,0.3576744442718159,9.2,5.0
12.0,0.28,0.49,1.0647107369924282,0.07138999608667294,10.0,21.0,0.9976,2.98,0.5068176023684519,9.9,7.0
11.8,0.33,0.49,1.4816045409242156,0.08892620919440151,42.0,80.0,1.0002,3.3,0.5653138090500605,10.7,7.0
7.6,0.51,0.24,1.2237754316221157,0.08709470685093376,8.0,38.0,0.998,3.47,0.5068176023684519,9.6,6.0
11.1,0.31,0.49,1.308332819650179,0.08984070399978947,16.0,47.0,0.9986,3.12,0.6931471805599453,10.6,7.0
7.3,0.73,0.24,1.0647107369924282,0.10255658832509207,18.0,102.0,0.9967,3.26,0.4637340162321401,9.3,5.0
5.0,0.42,0.24,1.0986122886681098,0.058268908123975775,19.0,50.0,0.9922475000000001,3.6849999999999996,0.5538851132264376,13.5,7.5
10.2,0.29,0.49,1.2809338454620642,0.0573250666192694,5.0,13.0,0.9976,3.05,0.5538851132264376,10.5,7.0
9.0,0.45,0.49,1.2809338454620642,0.08065790301745447,21.0,75.0,0.9987,3.35,0.4510756193602167,9.7,5.0
6.6,0.39,0.49,0.9932517730102833,0.06765864847381481,23.0,122.0,0.9922475000000001,3.12,0.4054651081081644,11.5,6.0
9.0,0.45,0.49,1.2809338454620642,0.08065790301745447,21.0,75.0,0.9987,3.35,0.4510756193602167,9.7,5.0
9.9,0.49,0.58,1.5040773967762742,0.08984070399978947,9.0,43.0,1.0004,3.29,0.4574248470388754,9.0,5.0
7.9,0.72,0.17,1.2809338454620642,0.0916671885258238,20.0,38.0,0.9978,3.4,0.4252677354043441,9.5,5.0
8.9,0.595,0.41,1.536867219599265,0.08250122151174369,30.0,109.0,0.9998,3.27,0.4510756193602167,9.3,5.0
12.349999999999998,0.4,0.51,1.0986122886681098,0.0573250666192694,6.0,24.0,0.9994,3.04,0.4700036292457355,9.3,6.0
11.9,0.58,0.58,1.0647107369924282,0.06859279146561172,5.0,18.0,0.998,3.09,0.48858001481867097,10.0,6.0
8.5,0.585,0.18,1.1314021114911006,0.07510747248680541,5.0,30.0,0.9967,3.2,0.3920420877760237,9.8,6.0
12.349999999999998,0.59,0.45,1.1939224684724346,0.07881118042428978,11.0,22.0,1.0,3.0,0.5306282510621704,9.3,6.0
8.2,0.915,0.27,1.1314021114911006,0.08434114843375087,7.0,23.0,0.9962,3.26,0.3852624007906449,10.0,4.0
12.349999999999998,0.46,0.52,1.1631508098056809,0.06859279146561172,12.0,35.0,1.0006,3.1,0.44468582126144574,9.0,6.0
7.7,0.835,0.0,1.2809338454620642,0.07788653865707122,6.0,14.0,0.9975,3.3,0.41871033485818504,9.3,5.0
12.349999999999998,0.46,0.52,1.1631508098056809,0.06859279146561172,12.0,35.0,1.0006,3.1,0.44468582126144574,9.0,6.0
8.3,0.58,0.13,1.3609765531356006,0.0916671885258238,14.0,63.0,0.9984,3.17,0.4824261492442927,9.1,6.0
8.3,0.6,0.13,1.2809338454620642,0.08157998699242287,6.0,24.0,0.9984,3.31,0.4637340162321401,9.2,6.0
9.4,0.41,0.48,1.536867219599265,0.06952606264861023,10.0,20.0,0.9973,3.34,0.5822156198526637,12.2,7.0
8.8,0.48,0.41,1.4586150226995167,0.0880108773227133,26.0,52.0,0.9982,3.31,0.4252677354043441,10.5,6.0
10.1,0.65,0.37,1.536867219599265,0.10436001532424277,11.0,65.0,1.0011875,3.32,0.49469624183610705,10.4,6.0
6.3,0.36,0.19,1.4350845252893227,0.07232066157962612,15.0,39.0,0.9956,3.56,0.41871033485818504,12.7,6.0
8.8,0.24,0.54,1.252762968495368,0.07973496801885356,25.0,57.0,0.9983,3.39,0.43178241642553783,9.2,5.0
12.349999999999998,0.38,0.55,1.308332819650179,0.07788653865707122,5.0,16.0,1.0006,2.98,0.43178241642553783,9.4,5.0
7.5,0.64,0.0,1.2237754316221157,0.07417939817425151,18.0,29.0,0.9965,3.32,0.4700036292457355,10.0,6.0
8.2,0.39,0.38,0.9162907318741551,0.05638033343610764,10.0,29.0,0.9962,3.26,0.5538851132264376,9.8,5.0
9.2,0.755,0.18,1.1631508098056809,0.11332868530700316,10.0,103.0,0.9969,2.925,0.6931471805599453,10.2,6.0
9.6,0.6,0.5,1.1939224684724346,0.0760346862759976,28.0,71.0,0.9997,3.5,0.4510756193602167,9.7,5.0
9.6,0.6,0.5,1.1939224684724346,0.0760346862759976,28.0,71.0,0.9997,3.5,0.4510756193602167,9.7,5.0
11.5,0.31,0.51,1.1631508098056809,0.0760346862759976,14.0,28.0,0.9982,3.03,0.6575200029167942,9.8,6.0
11.4,0.46,0.5,1.308332819650179,0.11332868530700316,4.0,17.0,1.0006,3.13,0.5306282510621704,10.2,5.0
11.3,0.37,0.41,1.1939224684724346,0.08434114843375087,6.0,16.0,0.9988,3.09,0.5877866649021191,9.3,5.0
8.3,0.54,0.24,1.4816045409242156,0.07325046173959267,16.0,112.0,0.9976,3.27,0.4762341789963716,9.4,5.0
8.2,0.56,0.23,1.4816045409242156,0.07510747248680541,14.0,104.0,0.9976,3.28,0.4824261492442927,9.4,5.0
10.0,0.58,0.22,1.0647107369924282,0.07696104113612832,9.0,32.0,0.9974,3.13,0.4382549309311553,9.5,5.0
7.9,0.51,0.25,1.3609765531356006,0.07417939817425151,21.0,45.0,0.9974,3.49,0.6729444732424258,12.1,6.0
6.8,0.69,0.0,1.536867219599265,0.11332868530700316,21.0,58.0,0.9997,3.46,0.5423242908253617,10.2,5.0
6.8,0.69,0.0,1.536867219599265,0.11332868530700316,21.0,58.0,0.9997,3.46,0.5423242908253617,10.2,5.0
8.8,0.6,0.29,1.1631508098056809,0.09349034308733889,5.0,15.0,0.9988,3.36,0.3987761199573678,9.1,5.0
8.8,0.6,0.29,1.1631508098056809,0.09349034308733889,5.0,15.0,0.9988,3.36,0.3987761199573678,9.1,5.0
8.7,0.54,0.26,1.252762968495368,0.0925791812930932,7.0,31.0,0.9976,3.27,0.4700036292457355,9.3,6.0
7.6,0.685,0.23,1.1939224684724346,0.10526051065749295,20.0,84.0,0.9964,3.21,0.4762341789963716,9.3,5.0
8.7,0.54,0.26,1.252762968495368,0.0925791812930932,7.0,31.0,0.9976,3.27,0.4700036292457355,9.3,6.0
10.4,0.28,0.54,1.308332819650179,0.09984533496971613,5.0,19.0,0.9988,3.25,0.48858001481867097,9.5,5.0
7.6,0.41,0.14,1.3862943611198906,0.08342160813907239,21.0,43.0,0.9964,3.32,0.4510756193602167,10.5,6.0
10.1,0.935,0.22,1.4816045409242156,0.09984533496971613,11.0,86.0,1.001,3.43,0.49469624183610705,11.3,4.0
7.9,0.35,0.21,1.0647107369924282,0.07045846364856141,42.0,102.0,0.9964,3.27,0.4574248470388754,9.5,5.0
8.7,0.84,0.0,0.8754687373538999,0.06297479916138844,24.0,33.0,0.9954,3.27,0.4382549309311553,9.7,5.0
9.6,0.88,0.28,1.2237754316221157,0.08250122151174369,30.0,122.0,0.9979,3.24,0.4252677354043441,9.4,5.0
9.5,0.885,0.27,1.1939224684724346,0.08065790301745447,31.0,122.0,0.9978,3.24,0.4252677354043441,9.4,5.0
7.7,0.915,0.12,1.1631508098056809,0.11332868530700316,7.0,23.0,0.9964,3.35,0.5007752879124893,10.2,7.0
8.9,0.29,0.35,1.0647107369924282,0.06485097231961631,25.0,57.0,0.997,3.18,0.6931471805599453,10.3,6.0
9.9,0.54,0.45,1.1939224684724346,0.06859279146561172,16.0,40.0,0.9991,3.39,0.4824261492442927,9.4,5.0
9.5,0.59,0.44,1.1939224684724346,0.06859279146561172,21.0,68.0,0.9992,3.46,0.48858001481867097,9.5,5.0
9.9,0.54,0.45,1.1939224684724346,0.06859279146561172,16.0,40.0,0.9991,3.39,0.4824261492442927,9.4,5.0
9.5,0.59,0.44,1.1939224684724346,0.06859279146561172,21.0,68.0,0.9992,3.46,0.48858001481867097,9.5,5.0
9.9,0.54,0.45,1.1939224684724346,0.06859279146561172,16.0,40.0,0.9991,3.39,0.4824261492442927,9.4,5.0
7.8,0.64,0.1,1.536867219599265,0.10885440491208209,5.0,11.0,0.9984,3.37,0.5247285289349821,10.1,7.0
7.3,0.67,0.05,1.5260563034950494,0.10165365372649983,6.0,20.0,0.9972,3.4,0.48858001481867097,10.1,5.0
8.3,0.845,0.01,1.1631508098056809,0.06765864847381481,5.0,14.0,0.9967,3.32,0.4574248470388754,11.0,4.0
8.7,0.48,0.3,1.33500106673234,0.0639133257436528,10.0,28.0,0.9964,3.33,0.5128236264286637,11.2,7.0
6.7,0.42,0.27,1.536867219599265,0.0657877405380031,24.0,122.0,0.9948,3.16,0.4510756193602167,11.3,6.0
